index,name,platform,rating,release_year
11202,Sloane to MacHale no Nazo no Monogatari 2,DS,NaN,NaN
11203,Game Hits!,DS,NaN,NaN
11205,Tabi no Yubisashi Kaiwachou DS: DS Series 4 America,DS,NaN,NaN
11215,Mahjong Master,N64,NaN,NaN
11217,Royal Palace of White Sword and The City of Gentiles,XB,NaN,NaN
11221,L: the proLogue to DEATH NOTE - Rasen no Wana,DS,NaN,NaN
11223,Famicom Mini: Makaimura,GBA,NaN,NaN
11226,Kuroko's Basketball: Ties to Future,3DS,NaN,NaN
11231,Inazuma Eleven 3,3DS,NaN,NaN
11234,Just Dance Wii U,WiiU,NaN,NaN
11246,Million God,PS2,NaN,NaN
11252,Lost Heroes,3DS,NaN,NaN
11254,RollerCoaster Tycoon 3: Platinum,PC,E,2006
11255,SD Gundam G Generation Genesis,PSV,NaN,2016
11265,Bomberman Land Touch!,DS,NaN,NaN
11269,Princess Maker 2,SAT,NaN,1995
11271,SRS: Street Racing Syndicate,GC,T,2004
11277,Aibou DS,DS,NaN,NaN
11279,Tokimeki Memorial: Taisen Pazurudama,SAT,NaN,NaN
11280,Beat Sketch!,PS3,NaN,NaN
11281,Bleach: Heat the Soul 5,PSP,NaN,NaN
11285,Virtua Fighter CG Portrait Series Vol.2: Jacky Bryant,SAT,NaN,NaN
11286,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,GBA,NaN,NaN
11293,Adventure Time: Finn & Jake Investigations,3DS,NaN,NaN
11297,SD Gundam G Generation Genesis,PS4,NaN,2016
11300,Pachitte Chonmage Tatsujin 13: Pachinko Hissatsu Shigotojin III,PS2,NaN,NaN
11302,Wreckin Crew,PS,T,1998
11304,Famicom Mini: Mario Bros.,GBA,NaN,NaN
11305,RockMan EXE 4.5 Real Operation,GBA,NaN,NaN
11306,Rescue Heroes: Billy Blazes,GBA,E,2003
11310,SingStar: Made In Germany,PS3,NaN,2009
11311,Derby Tsuku: Derby Uma o Tsukurou!,DC,NaN,NaN
11314,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,GBA,NaN,NaN
11320,The King of Fighters '98: Dream Match Never Ends,PS,NaN,NaN
11321,The Seven Deadly Sins: Unjust Sin,3DS,NaN,NaN
11324,Kidou Senshi Gundam 00,DS,NaN,NaN
11342,Gundam Seed: Battle Assault,GBA,NaN,NaN
11344,Chibi Maruko-Chan: Harikiri 365-Nichi no Maki,SNES,NaN,NaN
11345,The Voice,X360,NaN,NaN
11346,SaGa 3: Jikuu no Hasha - Shadow or Light,DS,NaN,NaN
11350,Famicom Mini: Adventure Island,GBA,NaN,NaN
11354,Tokimeki Memorial: Girl's Side,PS2,NaN,NaN
11357,Edna & Harvey: Harvey's New Eyes,PC,NaN,NaN
11360,Orega Kantoku Da! Gekitou Pennant Race,PS2,NaN,NaN
11364,Jikkyou Powerful Pro Yakyuu 12,GC,NaN,NaN
11373,Blades of Blood: Samurai Shodown III,PS,NaN,NaN
11375,Gundam the 3D Battle,3DS,NaN,NaN
11380,Godzilla Generations,DC,NaN,1998
11382,Forbidden Siren 2,PS2,NaN,2006
11385,Midnight Play! Pack,DS,T,2008
11395,Wildlife Park 3,PC,NaN,2011
11401,Iron Man / X-O Manowar in Heavy Metal,PS,T,1996
11402,Kamen Rider: Travelers Senki,3DS,NaN,NaN
11403,Derby Stallion 98,SNES,NaN,NaN
11405,Pretty Rhythm: My Deco Rainbow Wedding,3DS,NaN,NaN
11409,J-League Winning Eleven 2009: Club Championship,PS2,NaN,NaN
11413,Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,NaN,NaN
11416,PoPoLoCrois (JP sales),PSP,NaN,NaN
11418,Ken to Mahou to Gakuen Mono. 2,PSP,NaN,NaN
11421,Kaijuu Busters Powered,DS,NaN,NaN
11424,Initial D: Extreme Stage,PS3,NaN,NaN
11429,Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari,DS,NaN,NaN
11430,One Piece: Romance Dawn - Bouken no Yoake,3DS,NaN,NaN
11431,I Am In The Movie,Wii,NaN,2014
11433,Zero: Tsukihami no Kamen,Wii,NaN,2008
11438,"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 2: Shinseiki Evangelion - Shito, Futatabi",DS,NaN,NaN
11440,Jikkyou Powerful Pro Yakyuu 15,Wii,NaN,NaN
11446,Slayers Royal,PS,NaN,1998
11448,Pro Evolution Soccer 2008 (JP sales),DS,NaN,NaN
11453,Pretty Rhythm Rainbow Live: Kira Kira My * Design,3DS,NaN,NaN
11461,Steins;Gate: Hiyoku Renri no Darling,X360,NaN,NaN
11463,King's Field (Japan),PS,NaN,NaN
11464,Slam 'n Jam '96 featuring Magic & Kareem,PS,NaN,1996
11467,ToraDora Portable!,PSP,NaN,NaN
11474,Kaidan Restaurant: Ura Menu 100-Sen,DS,NaN,NaN
11476,R/C Stunt Copter,PS,NaN,NaN
11477,Yamakawa Shuppansha Kanshuu: Shousetsu Sekaishi B,DS,NaN,NaN
11478,Cartoon Network: Punch Time Explosion XL,Wii,E10+,2011
11481,WSC Real 11: World Snooker Championship,PS3,NaN,NaN
11483,Jikkyou Powerful Major League 2009,PS2,NaN,NaN
11486,Uta no Prince-Sama: All Star After Secret,PSP,NaN,NaN
11488,Black/Matrix,SAT,NaN,NaN
11500,The Space Bar,SAT,NaN,NaN
11502,Knife Edge: NoseGunner,N64,NaN,NaN
11504,EyeCreate,PS3,NaN,NaN
11512,Pro Cycling Manager 2016,PS4,NaN,2016
11514,Captain Tsubasa: New Kick Off,DS,NaN,NaN
11517,Kenshuui Tendo Dokuta,DS,NaN,NaN
11518,Super Sentai Battle: Ranger Cross,Wii,NaN,NaN
11520,AKB1/149: Love Election,PS3,NaN,NaN
11521,Pilot ni Narou! 2,PS2,NaN,NaN
11523,Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,NaN,NaN
11527,SingStar Apres-Ski Party 2,PS3,NaN,2010
11528,Samurai Shodown III,NG,NaN,NaN
11531,Akiba's Trip Plus,PSP,NaN,NaN
11532,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,NaN,NaN
11534,Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,NaN,NaN
11537,Famicom Mini: Star Soldier,GBA,NaN,NaN
11538,Sentimental Graffiti 2,DC,NaN,2000
11539,Shonen Jump's One Piece: Pirates Carnival,GC,NaN,NaN
11542,Doraemon: Nobita and the Island of Miracles,3DS,NaN,NaN
11543,Gekijouban Madoka Magicka: The Battle Pentagram,PSV,NaN,NaN
11544,Sentimental Graffiti: First Window,SAT,NaN,1997
11545,Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,NaN,NaN
11547,Tempest 3X,PS,NaN,NaN
11549,A-Train,PS,NaN,1990
11556,Bleach: Erabareshi Tamashii,PS2,NaN,NaN
11557,Sengoku Musou 3: Moushouden ,Wii,NaN,NaN
11558,Witches & Vampires: The Secrets of Ashburry,DS,NaN,NaN
11563,Yuu Yuu Hakusho: Makyo Toitsusen,GEN,NaN,NaN
11566,Ogre Battle Series: Tactics Ogre,PS,NaN,NaN
11580,Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,NaN,NaN
11591,Skydiving Extreme,PS,E,2001
11598,Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,NaN,NaN
11600,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,NaN,2013
11603,Horrid Henry's Horrid Adventure,DS,NaN,NaN
11605,Striker 96,PS,E,1996
11607,Tokimeki Memorial 4,PSP,NaN,2010
11608,Bleach: Heat the Soul 4,PSP,NaN,NaN
11610,Dragon's Dogma Online,PS4,NaN,NaN
11611,Real Robots Final Attack,PS,NaN,NaN
11615,Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,NaN,NaN
11619,FabStyle,DS,NaN,NaN
11621,Medabots Dual: Kabuto / Kuwagata,3DS,NaN,NaN
11626,Resident Evil Zero,XOne,NaN,NaN
11631,Bleach: Heat the Soul 7,PSP,NaN,NaN
11632,Nanashi no Game,DS,NaN,NaN
11633,Diego's Build & Rescue,DS,NaN,NaN
11634,Auto Destruct,PS,T,1998
11638,Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,NaN,NaN
11639,GOTHA: Ismailia Seneki,SAT,NaN,NaN
11642,Zoo Tycoon (2013),X360,NaN,NaN
11645,Deep Fear,SAT,NaN,1998
11654,Virus,SAT,NaN,1997
11655,Jikkyou Powerful Pro Yakyuu Next,Wii,NaN,NaN
11659,Dragon Shadow Spell,PS2,NaN,NaN
11660,Dragon Slayer: The Legend of Heroes,GEN,NaN,1994
11661,Sound Novel Tsukuru,SNES,NaN,NaN
11662,The Idolm@ster,X360,NaN,NaN
11663,Momotarou Dentetsu 11,GC,NaN,NaN
11665,Adventure Time: Finn & Jake Investigations,X360,NaN,NaN
11666,Guilty Gear XX Slash,PS2,NaN,2006
11670,Super Robot Taisen Z Special Disc,PS2,NaN,NaN
11671,Slayers Royal 2,SAT,NaN,1998
11689,Ro-Kyu-Bu!,PSP,NaN,NaN
11691,Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,NaN,NaN
11697,Pro Yakyuu Famista DS 2010,DS,NaN,NaN
11698,Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,NaN,NaN
11699,Captain Tsubasa,PS2,NaN,1994
11706,Majin Tensei,SNES,NaN,1994
11708,Dragon Force II: Kamisarishi Daichi ni,SAT,NaN,NaN
11710,Sumikko Gurashi: Mura o Tsukurundesu,3DS,NaN,NaN
11712,Krazy Ivan,PS,E,1996
11714,Quo Vadis,SAT,NaN,1984
11718,Fate/Tiger Colosseum,PSP,NaN,NaN
11719,SCORE International Baja 1000: The Official Game,PS3,NaN,NaN
11721,Dragon Ball Z: The Legacy of Goku I & II,GBA,E,2005
11724,Romance of the Three Kingdoms 13,PS4,NaN,NaN
11729,One Piece: Gear Spirit,DS,NaN,NaN
11730,Tales of Fandom Vol.2,PS2,NaN,NaN
11731,Genkai Totsuki Moero Chronicle,PSV,NaN,NaN
11732,Minna no Joushiki Ryoku TV,Wii,NaN,NaN
11735,Tears to Tiara: Garland of the Earth,PS3,NaN,NaN
11737,Backyard NBA Basketball,DS,NaN,NaN
11740,Aikatsu! My No.1 Stage!,3DS,NaN,NaN
11744,Conception: Please Give Birth to My Child!,PSP,NaN,NaN
11747,Super Football,2600,NaN,1989
11748,The Idolmaster: Gravure For You! Vol. 3,PS3,NaN,NaN
11754,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,NaN,NaN
11755,Nicola Kanshuu: Model Oshare * Audition Platina,3DS,NaN,NaN
11758,Fairy Tail: Portable Guild 2,PSP,NaN,NaN
11762,Wizardry: Llylgamyn Saga,PS,NaN,1998
11764,Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,NaN,2008
11765,Gale Racer,SAT,NaN,NaN
11772,Killer Instinct (2013),XOne,NaN,NaN
11773,AKB1/149: Love Election,PSV,NaN,NaN
11774,Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,NaN,NaN
11775,Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,NaN,NaN
11777,Super Baseball,2600,NaN,1988
11778,Kenka Banchou 6: Soul & Blood,3DS,NaN,NaN
11779,Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,NaN,NaN
11781,Formula One World Championship: Beyond the Limit,SCD,NaN,1994
11782,Medabots 8,3DS,NaN,NaN
11785,Hakuouki DS,DS,NaN,NaN
11788,Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,NaN,NaN
11790,Mega Man Battle Network: Operation Shooting Star,DS,NaN,NaN
11792,Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,NaN,NaN
11796,Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,NaN,NaN
11798,My First Songs,Wii,NaN,2010
11800,Boxing,PS,NaN,1980
11801,NHL Open Ice,PS,NaN,NaN
11803,Gundam Battle Tactics,PSP,NaN,NaN
11804,Touch Detective: Nameko Shigeru,3DS,NaN,NaN
11806,Sky Gunner,PS2,NaN,NaN
11807,And1 Streetball,XB,NaN,NaN
11810,PhotoKano,PSV,NaN,NaN
11812,Real Sound: Kaze no Riguretto,SAT,NaN,NaN
11814,Again,DS,T,2010
11815,Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,NaN,NaN
11816,Summon Night 4,PSP,NaN,2012
11821,Hero Bank,3DS,NaN,NaN
11825,Classic Road,PS,NaN,NaN
11826,Cartoon Network: Punch Time Explosion XL,X360,E10+,2014
11830,The Idolm@ster: Live for You!,X360,NaN,NaN
11831,Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,NaN,NaN
11834,Mega Man Xtreme,GB,E,2000
11844,Hang On GP,SAT,E,1996
11845,Uprising X,PS,T,1998
11847,Mega Man Xtreme 2,GB,E,2001
11848,"Sesame Street: Ready, Set, Grover!",DS,NaN,NaN
11850,Sigma Harmonics,DS,NaN,2008
11857,Summon Night,DS,NaN,2008
11859,"3 in 1: Solitaire, Mahjong & Tangram",DS,NaN,NaN
11867,NOëL: La Neige,PS,NaN,NaN
11868,Busou Shinki: Battle Masters,PSP,NaN,NaN
11870,Roll Away,PS,E,1998
11871,Derby Jockey: Kishou e no Michi,SNES,NaN,NaN
11873,Harukanaru Toki no Naka de 4,PS2,NaN,NaN
11877,Winning Post 7 2012,PS3,NaN,NaN
11878,Spot Goes to Hollywood,PS,E,1996
11879,G Darius,PS,E,1998
11880,Mucha Lucha! Mascaritas of the Lost Code,GBA,NaN,NaN
11881,SD Gundam: Gashapon Wars,GC,NaN,NaN
11885,River King: Mystic Valley (US sales),DS,NaN,NaN
11889,Model * Oshare Audition: Dream Girl,3DS,NaN,NaN
11890,Lupin Sansei: Shijou Saidai no Zunousen,DS,NaN,NaN
11893,WRC 2: FIA World Rally Championship,X360,NaN,NaN
11894,Archer Maclean's 3D Pool,GBA,NaN,NaN
11898,Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,NaN,NaN
11900,Exhibition Volume 4,XB,NaN,NaN
11901,Viewpoint,PS,E,1996
11902,Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,NaN,NaN
11905,Hakuouki: Yuugi Roku,PSP,NaN,NaN
11908,Let's Ride! Friends Forever,DS,NaN,NaN
11913,Kenyuu Densetsu Yaiba,SNES,NaN,NaN
11914,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,NaN,NaN
11915,Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,NaN,NaN
11918,Eiken DS,DS,NaN,NaN
11919,Game Center CX: Arino no Chousenjou 2,DS,NaN,2009
11921,E.X. Troopers,3DS,NaN,NaN
11922,The Croods: Prehistoric Party!,Wii,NaN,NaN
11923,J Legend Retsuden,3DS,NaN,NaN
11928,DS Uranai Seikatsu,DS,NaN,NaN
11929,Hyperdimension Neptunia Re;Birth 3,PSV,NaN,NaN
11930,Pro Farm 1,PC,NaN,NaN
11935,Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,NaN,NaN
11938,The Legend of Heroes: Trails in the Sky Third Chapter,PSP,NaN,NaN
11942,Alexi Lalas International Soccer,PS,E,1999
11948,Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,NaN,NaN
11952,Famicom Mini: Nazo no Murasame-Jou,GBA,NaN,NaN
11961,Mahjong Fight Club DS: Wi-Fi Taiou,DS,NaN,NaN
11962,"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,E,2008
11965,Vampire Knight DS,DS,NaN,NaN
11969,Rugby League 3,Wii,NaN,NaN
11970,Magi: The Labyrinth of Beginning,3DS,NaN,NaN
11973,The Croods: Prehistoric Party!,DS,NaN,NaN
11974,I Don't Have Many Friends Portable,PSP,NaN,NaN
11976,Jewel Link Chronicles: Legend of Athena,DS,NaN,NaN
11983,The Legend of Heroes: Trails in the Sky First Chapter,PSV,NaN,NaN
11985,Bleach: Heat the Soul 3,PSP,NaN,NaN
11986,Ecco: The Tides of Time,GEN,NaN,1994
11987,Make 10: A Journey of Numbers,DS,NaN,2007
11988,Fantasy Aquarium by DS,DS,E,2008
11991,Machine Head,PS,T,1996
11994,Lost Heroes,PSP,NaN,NaN
11997,The Legend of Heroes VII: The Trail of Zero,PSV,NaN,NaN
11998,Shin Chan Contra ¡Los Plastas!,DS,NaN,NaN
11999,Haikyuu!! Tsunage! Itadaki no Keshiki!!,3DS,NaN,NaN
12001,Blast Radius,PS,E,1999
12006,Pro Yaky? Spirits 2011,3DS,NaN,NaN
12008,Disaster: Day of Crisis,Wii,NaN,2008
12009,Shounen Sunday x Shounen Magazine: Nettou! Dream Nine,DS,NaN,NaN
12012,IA/VT Colorful,PSV,NaN,NaN
12013,We Sing Rock!,Wii,NaN,NaN
12014,Wallace & Gromit in Project Zoo,GC,E,2003
12016,Super Robot Spirits,N64,NaN,1998
12017,Mia Hamm Soccer 64,N64,E,2000
12018,John Madden Football,SNES,NaN,1989
12019,Caesars Palace Advance: Millennium Gold Edition,GBA,E,2001
12020,Aero Gauge,N64,NaN,NaN
12022,Teenage Mutant Ninja Turtles: Tournament Fighters,NES,NaN,1993
12026,GunParade Orchestra: Shiro no Shou,PS2,NaN,NaN
12028,Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta,PSP,NaN,NaN
12030,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,PS3,NaN,2013
12036,Tales of Rebirth,PSP,NaN,2008
12038,Let's Ride! Dreamer,GBA,NaN,NaN
12040,Tecmo's Deception,PS,NaN,NaN
12041,Point Blank DS (JP sales),DS,NaN,NaN
12043,G-Saviour,PS2,NaN,NaN
12045,Gintama DS: Yorozuya Daisoudou,DS,NaN,NaN
12049,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,NaN,NaN
12052,Higurashi no Nakukoru ni Kizuna: Dai-Ichi-Kan - Tatari,DS,NaN,NaN
12053,Doraemon: Nobita to Himitsu Dougu Hakubutsukan,3DS,NaN,NaN
12054,Ragnarok: Hikari to Yami no Koujo,PSP,NaN,NaN
12062,Trick DS-han: Kakushi Kami no Sumukan,DS,NaN,NaN
12063,Circuit Breakers,PS,E,1998
12064,Winter Sports 2011,Wii,NaN,NaN
12075,Crayon Shin-Chan: Densetsu o Yobu Omake no To Shukkugaan!,GBA,NaN,NaN
12077,Dream Dance & Cheer,Wii,E,2009
12079,Billy's Boot Camp: Wii de Enjoy Diet!,Wii,NaN,NaN
12083,Hoppechan: Minna de Odekake! Waku Waku Hoppe Land!!,3DS,NaN,NaN
12084,Fantastic Four,PS,NaN,NaN
12087,Higurashi no Naku Koro ni Matsuri: Kakera Asobi,PS2,NaN,NaN
12090,San Goku Shi Taisen Ten,DS,NaN,NaN
12093,Fairy Tail: Zelef Kakusei,PSP,NaN,NaN
12094,Strike Point,PS,NaN,NaN
12097,Dragon Slayer: The Legend of Heroes,SNES,NaN,1992
12098,Street Fighter II': Special Champion Edition (JP weekly sales),GEN,NaN,NaN
12101,Keroro RPG: Kishi to Musha to Densetsu no Kaizoku,DS,NaN,NaN
12102,Famicom Mini: Wrecking Crew,GBA,NaN,NaN
12103,Suzumiya Haruhi no Gekidou,Wii,NaN,NaN
12104,Lost Heroes 2,3DS,NaN,NaN
12111,Motor Toon Grand Prix (Japan),PS,NaN,NaN
12112,Dino Master: Dig Discover Duel,DS,E,2006
12113,Ken to Mahou to Gakuen Mono. 3,PS3,NaN,NaN
12116,Hikaru no Go: Heian Gensou Ibunroku,PS,NaN,NaN
12120,OverBlood 2,PS,NaN,1998
12123,Judie no Atelier: Guramnat no Renkinjutsushi,PS2,NaN,NaN
12129,"Horrid Henry: The Good, The Bad and The Bugly",3DS,NaN,NaN
12132,Goodbye Deponia,PC,NaN,2013
12133,Pro Yaky? Spirits 2014,PSV,NaN,NaN
12135,Cartoon Network: Punch Time Explosion XL,PS3,E10+,2014
12136,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,NaN,NaN
12140,Jackass the Game DS,DS,NaN,NaN
12143,Power Pro GB,GB,NaN,NaN
12147,The Putter Golf,PS,NaN,NaN
12150,Super Real Mahjong Graffiti,SAT,NaN,1995
12151,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,NaN,NaN
12152,Ninja Warriors,SNES,NaN,1988
12155,Zettai Onkan Otoda Master,DS,NaN,NaN
12159,TigerShark,PS,E,1997
12164,Backyard NFL Football '09,DS,NaN,NaN
12167,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,NaN,NaN
12168,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,NaN,NaN
12169,DefCon 5,PS,E,1995
12170,Secret Service: Ultimate Sacrifice,PS2,NaN,NaN
12171,Transformer: Rise of the Dark Spark (3DS),3DS,NaN,NaN
12173,Nichibeikan Pro Yakyuu: Final League,PS2,NaN,NaN
12176,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,NaN,NaN
12177,Junior Classic Books & Fairytales,DS,NaN,NaN
12187,Kanji Sonomama DS Rakubiki Jiten,DS,NaN,2006
12191,Heroes Phantasia,PSP,NaN,NaN
12194,Chuugaku Eitango Target 1800 DS,DS,NaN,NaN
12205,Card Games,PS,E,2001
12206,Tropix,DS,E10+,2008
12208,Winning Post 7 2010,PS3,NaN,NaN
12214,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,NaN,NaN
12215,The Final Round,PS,NaN,NaN
12216,MAPLUS: Portable Navi,PSP,NaN,NaN
12218,Order Up!!,PS3,NaN,NaN
12224,Lucian Bee's: Justice Yellow / Evil Violet,PS2,NaN,NaN
12227,Doraemon: Nobita no Shin Makai Daibouken DS,DS,NaN,NaN
12235,National Geographic Challenge!,X360,NaN,NaN
12236,Gambler Densetsu Tetsuya,PS2,NaN,NaN
12239,Bleach: Hanatareshi Yabou,PS2,NaN,NaN
12242,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,NaN,NaN
12245,Gundam Try Age SP,3DS,NaN,NaN
12250,12-Sai. Honto no Kimochi,3DS,NaN,NaN
12251,Parlor! Mini 2,SNES,NaN,NaN
12259,Dream C Club,X360,NaN,NaN
12264,Streets of Rage 3,GEN,NaN,1994
12268,Pro Yaky? Spirits 4,PS3,NaN,NaN
12270,My Horse & Me: Riding for Gold,DS,NaN,NaN
12271,Speed Racer,PS,NaN,1984
12273,Cardfight!! Vanguard: Lock On Victory!!,3DS,NaN,NaN
12279,Ojyousama Express,PS,NaN,NaN
12286,Genkai Tokki Monster Monpiece,PSV,NaN,NaN
12297,July,DC,NaN,1998
12300,ESPN Winter X-Games: Snowboarding 2002,GBA,T,2002
12301,Bleach: Versus Crusade,Wii,NaN,NaN
12302,Kanon,DC,NaN,1999
12308,Cosmos Chaos!,DS,NaN,NaN
12309,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,NaN,NaN
12310,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,NaN,NaN
12316,Bullet Girls,PSV,NaN,2014
12319,Ikki Tousen: Xross Impact,PSP,NaN,NaN
12322,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,NaN,NaN
12324,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,NaN,NaN
12325,Family Trainer: Treasure Adventure,Wii,NaN,NaN
12326,Pop'n Music Portable 2,PSP,NaN,NaN
12329,Ys vs. Sora no Kiseki: Alternative Saga,PSP,NaN,2010
12330,Naruto: Ultimate Ninja Heroes (JP sales),PSP,NaN,NaN
12331,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,NaN,NaN
12332,Ray Tracers,PS,E,1997
12337,Nicola Kanshuu: Model * Oshare Audition,DS,NaN,NaN
12338,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,NaN,NaN
12342,Kururin Paradise,GBA,NaN,2002
12344,Kiniro no Corda 2,PS2,NaN,NaN
12345,Dynasty Warriors Vs,3DS,NaN,NaN
12348,Sunrise Eiyuutan R,PS2,NaN,NaN
12353,Fishing Master (jp sales),Wii,NaN,NaN
12354,OK! Puzzle Stars,DS,NaN,2010
12355,Zill O'll Infinite Plus,PSP,NaN,NaN
12357,GunGriffon II,SAT,NaN,1998
12363,Famicom Mini: Balloon Fight,GBA,NaN,NaN
12364,Steins;Gate: Senkei Kousoku no Phonogram,PS3,NaN,NaN
12365,Seaman 2: Peking Genjin Ikusei Kit,PS2,NaN,NaN
12366,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,NaN,NaN
12367,Sprung - A Game Where Everyone Scores,DS,NaN,NaN
12370,Growlanser IV: Over Reloaded,PSP,NaN,NaN
12375,Bubble Bobble also featuring Rainbow Islands,PS,E,1996
12379,Panzer Tactics,DS,NaN,NaN
12380,Pro Yaky? Spirits 2013,PSV,NaN,NaN
12382,Super Robot Wars OG: The Moon Dwellers,PS3,NaN,NaN
12383,Deathrow: Underground Team Combat,XB,NaN,NaN
12384,The Amazing Spider-Man 2 (2014),3DS,NaN,NaN
12389,Star Fighter,PS,NaN,1984
12390,Game Center CX: 3-Choume no Arino,3DS,NaN,NaN
12393,Kuukan * Zukei: Hirameki Training - KuuTore,DS,NaN,NaN
12394,Osu! Tatakae! Ouendan,DS,NaN,2005
12395,Dissidia: Final Fantasy Universal Tuning,PSP,NaN,NaN
12403,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,NaN,NaN
12404,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,NaN,NaN
12412,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,NaN,NaN
12414,Disney Infinity 2.0: Marvel Super Heroes,PSV,NaN,NaN
12416,Godzilla (2014),PS3,NaN,NaN
12417,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,NaN,NaN
12420,Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,3DS,NaN,NaN
12423,A llI S.V.: A Ressha de Gyoukou 3 Super Version,SNES,NaN,NaN
12436,There,PS,NaN,2003
12437,Tokimeki no Houkago,PS,NaN,NaN
12443,ZhuZhu Pets: Quest for Zhu,DS,E,2011
12444,Akai Katana Shin,X360,NaN,2012
12447,2 Games in 1: Sonic Pinball Party & Columns Crown,GBA,NaN,NaN
12449,Densha De Go! 3 Tsuukinhen,PS2,NaN,NaN
12453,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable,PSP,NaN,NaN
12459,Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,3DS,NaN,NaN
12468,Higurashi Daybreak Portable,PSP,NaN,NaN
12469,Shonen Jump's One Piece: Grand Battle,GC,NaN,NaN
12470,Transformer: Rise of the Dark Spark,WiiU,NaN,NaN
12473,Kikou Heidan J-Phoenix,PS2,NaN,NaN
12474,Backyard NFL Football '10,PS2,NaN,NaN
12478,Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf,GBA,NaN,NaN
12479,Bubble Bobble: Old & New,GBA,E,2004
12481,Naruto Shippuden: Gekito Ninja Taisen! Special,Wii,NaN,NaN
12482,Jissen Pachislot Secrets! Fist of the North Star F - Seikimatsu Kyuuseishu Densetsu,PS3,NaN,NaN
